# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
junit	Active	24	Unit testing framework	junit-4.4	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.4/cpl-v10.html	e	2007-07-18	junit. org.junit	133	133	93	93	6750	4147	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.5	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.5/cpl-v10.html	e	2008-08-08	junit. org.junit	167	167	119	119	9036	5229	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.6	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.6/cpl-v10.html	e	2009-04-14	junit. org.junit	183	183	125	125	9744	5712	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.7	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.7/cpl-v10.html	e	2009-08-04	junit. org.junit	204	204	140	140	10646	6028	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.8	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.8/cpl-v10.html	e	2009-12-01	junit. org.junit	209	209	142	142	10836	6119	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.8.1	<none>	testing	1.5.0_22	Common Public License - v 1.0;bin/junit4.8.1/cpl-v10.html	e	2009-12-08	junit. org.junit	209	209	142	142	10860	6137	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.8.2	JUnit	testing	1.5.0_22	<none>	e	2010-04-08	junit. org.junit	209	209	142	142	10884	6164	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.9	JUnit	testing	1.5.0_22	BSD License Copyright (c) 2000-2006; bin/junit-4.9.jar:LICENSE.txt	e	2011-08-22	junit. org.junit	229	217	148	160	11473	6418	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.10	JUnit	testing	1.5.0_22	BSD License Copyright (c) 2000-2006; bin/junit-4.10.jar:LICENSE.txt	e	2011-09-29	junit. org.junit	231	219	150	162	11737	6568	http://junit.org/
junit	Active	24	Unit testing framework	junit-4.11	JUnit	testing	1.5.0_22	BSD License Copyright (c) 2000-2006; bin/junit-4.11.jar:LICENSE.txt	e,r	2012-11-16	junit. org.junit	233	221	152	164	13359	7428	http://junit.org/
log4j	Active	2	Logging framework	log4j-1.2.13	Log4k	testing	1.2.2_017	Apache License Version 2.0, January 2004;src/logging-log4j-1.2.13/LICENSE.txt	f	2006-09-21	org.apache.log4j.	253	253	162	171	30629	14739	http://archive.apache.org/dist/logging/log4j
log4j	Active	2	Logging framework	log4j-1.2.16	Log4j	testing	1.4.2_19	Apache License Version 2.0, January 2004;src/apache-log4j-1.2.16/LICENSE	r	2010-03-30	org.apache.log4j.	308	308	207	215	43018	20637	http://logging.apache.org/log4j/1.2/
lucene	Active	36	Indexing and search implementation	lucene-1.2-final	<none>	tool	1.2.2_017	The Apache Software License, Version 1.1;src/lucene-1.2-src/LICENSE.txt	e	2003-09-10	org.apache.lucene.	154	132	104	136	15055	6505	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-1.3-final	<none>	tool	1.2.2_017	The Apache Software License, Version 1.1;src/lucene-1.3-final/LICENSE.txt	e	2004-02-01	org.apache.lucene.	201	199	144	158	28646	15823	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-1.4.3	<none>	tool	1.2.2_017	Apache License, Version 2.0;src/lucene-1.4.3/LICENSE.txt	e	2004-11-29	org.apache.lucene.	252	250	177	187	30208	19253	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-1.9-rc1	<none>	tool	1.4.2_19	Apache License, Version 2.0;src/lucene-1.9-rc1/LICENSE.txt	e	2006-02-20	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	504	503	347	359	77326	50574	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-1.9-final	<none>	tool	1.4.2_19	Apache License, Version 2.0;src/lucene-1.9-final/LICENSE.txt	e	2006-02-27	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	542	541	378	390	79472	52010	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-1.9.1	<none>	tool	1.4.2_19	Apache License, Version 2.0;src/lucene-1.9.1/LICENSE.txt	e	2006-03-02	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	542	541	378	390	79473	52007	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.0.0	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.0.0/LICENSE.txt	e	2006-05-02	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	542	541	379	391	78552	51582	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.1.0	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.1.0/LICENSE.txt	e	2007-02-17	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	662	661	466	484	93236	59413	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.2.0	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.2.0/LICENSE.txt	e	2007-06-19	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	728	727	505	521	100494	62277	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.3.0	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.3.0/LICENSE.txt	e	2008-01-24	org.apache.lucene. lucli. net.sf.snowball. org.apache.regexp.	837	836	561	575	114968	70457	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.3.1	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.3.1/LICENSE.txt	e	2008-02-22	org.apache.lucene. luci. net.sf.snowball. org.apache.regexp.	833	832	559	573	114288	70017	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.3.2	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/lucene-2.3.2/LICENSE.txt	e	2008-05-06	org.apache.lucene. luci. net.sf.snowball. org.apache.regexp.	833	832	559	573	114553	70197	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.4.0	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.4.0/LICENSE.txt	e	2008-10-10	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp.	1007	1006	681	696	142628	86829	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.4.1	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.4.1/LICENSE.txt	e	2009-03-08	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp.	1007	1006	681	696	142769	86931	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.9.0	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.9.0/LICENSE.txt	e	2009-09-24	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1528	1527	1002	1015	195214	114362	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.9.1	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.9.1/LICENSE.txt	e	2009-11-25	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1528	1527	1002	1015	196312	114842	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.0.0	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.0.0/LICENSE.txt	e	2009-11-25	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1520	1519	976	987	189323	112645	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.9.2	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.9.2/LICENSE.txt	e	2010-02-24	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1531	1530	1005	1018	196904	115137	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.0.1	<none>	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.0.1/LICENSE.txt	e	2010-02-24	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1524	1523	979	990	189916	112939	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.0.2	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.0.2/LICENSE.txt	e	2010-06-18	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1528	1527	979	990	190416	113223	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.9.3	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.9.3/LICENSE.txt	e	2010-06-18	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1536	1535	1005	1018	197380	115394	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-2.9.4	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-2.9.4/LICENSE.txt	e	2010-12-03	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db org.egothor.stemmer	1535	1534	1005	1018	197700	115574	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.0.3	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.0.3/LICENSE.txt	e	2010-12-03	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db	1527	1526	979	990	190729	113398	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.1.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.1.0/LICENSE.txt	e	2011-03-26	org.apache.lucene. lucli. org.tartarus.snowball. org.apache.regexp. com.sleepycat.db org.egothor.stemmer	1790	133504	1154	1166	226390	133504	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.2.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.2.0/LICENSE.txt	e	2011-05-31	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	1821	1820	1157	1170	228803	135230	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.3.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.3.0/LICENSE.txt	e	2011-06-25	org.apache.lucene. lucli. org.tartarus.snowball. com.sleepycat.db org.egothor.stemmer	1927	1926	1216	1228	246390	147847	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.4.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.4.0/LICENSE.txt	e	2011-09-08	org.apache.lucene. lucli. org.tartarus.snowball. com.sleepycat.db org.egothor.stemmer	2241	2240	1408	1420	284857	168171	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.5.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.5.0/LICENSE.txt	e	2011-11-20	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	2310	2309	1447	1459	292568	172338	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.6.0	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.6.0/LICENSE.txt	e	2012-04-07	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	2475	2474	1534	1545	345403	217524	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.6.1	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.6.1/LICENSE.txt	e	2012-07-18	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	2486	2485	1540	1551	346621	218320	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-4.0.0	Lucene	tool	1.6.0	Apache License Version 2.0, January 2004;src/lucene-4.0.0/LICENSE.txt	e	2012-10-06	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	3480	3476	2011	2029	424266	267129	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-3.6.2	Lucene	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/lucene-3.6.2/LICENSE.txt	e	2012-12-19	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	2488	2487	1542	1553	346973	218535	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-4.1.0	Lucene	tool	1.6.0	Apache License Version 2.0, January 2004;src/lucene-4.1.0/LICENSE.txt	e	2013-01-16	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	3604	3604	2039	2053	433572	274094	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-4.2.0	Lucene	tool	1.6.0	Apache License Version 2.0, January 2004;src/lucene-4.2.0/LICENSE.txt	e	2013-03-07	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	3637	3637	2075	2088	440665	279816	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-4.2.1	Lucene	tool	1.6.0	Apache License Version 2.0, January 2004;src/lucene-4.2.1/LICENSE.txt	e	2013-03-26	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	3640	3640	2075	2088	441081	280107	http://lucene.apache.org/
lucene	Active	36	Indexing and search implementation	lucene-4.3.0	Lucene	tool	1.6.0	Apache License Version 2.0, January 2004;src/lucene-4.3.0/LICENSE.txt	e,r	2013-04-27	org.apache.lucene. org.egothor.stemmer org.tartarus.snowball.	3729	3729	2103	2116	449614	285804	http://lucene.apache.org/
marauroa	Active	2	Multiplayer online game engine	marauroa-2.5	Marauroa	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/marauroa-2.5/LICENSE	f	2008-02-14	marauroa.	170	170	142	142	24108	11354	http://arianne.sourceforge.net/
marauroa	Active	2	Multiplayer online game engine	marauroa-3.8.1	Marauroa	games	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/marauroa-3.8.1/LICENSE	r	2010-07-25	marauroa.	227	204	184	207	30102	13823	http://arianne.sourceforge.net/
maven	Active	1	Software project management and comprehension tool	maven-3.0	<none>	parsers/generators/make	1.5.0_22	Apache License Version 2.0, January 2004;src/apache-maven-3.0/LICENSE.txt	r	2010-10-04	org.apache.maven.	846	697	602	744	86278	54336	http://maven.apache.org
megamek	Active	2	Online version of BattleTech board game	megamek-2005.10.11	<none>	games	1.2.2_017	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license.txt	f	2005-11-01	megamek.	634	634	426	455	144050	96578	http://megamek.sourceforge.net/idx.php?pg=download
megamek	Active	2	Online version of BattleTech board game	megamek-0.35.18	MegaMek	games	1.6.0	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/license.txt	r	2010-08-31	megamek.	2185	2185	1656	1679	362260	258957	http://megamek.sourceforge.net/
mvnforum	Active	2	Bulletin board (forum)	mvnforum-1.0-ga	mvnForum	tool	1.3.1_20	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/mvnforum-1.0-ga-src/mvnforum/docs/GPL.txt	f	2006-04-13	com.mvnforum.	219	219	219	219	67579	46042	http://sourceforge.net/projects/mvnforum/
mvnforum	Active	2	Bulletin board (forum)	mvnforum-1.2.2-ga	mvnForum	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/mvnforum-1.2.2-mvnad-1.0.1-src-20100817/mvnforum/docs/GPL.txt	r	2010-08-17	com.mvnforum.	273	273	273	273	76795	51034	http://www.mvnforum.com/mvnforumweb/index.jsp
myfaces_core	Active	2	Web application framework  integration of web-based user interfaces.	myfaces_core-1.2.0	<none>	middleware	1.5.0_22	Apache License Version 2.0, January 2004;src/myfaces-core-1.2.0/LICENSE.txt	f	2007-07-17	javax.faces. org.apache.myfaces.	585	585	484	484	93782	61907	http://myfaces.apache.org
myfaces_core	Active	2	Web application framework  integration of web-based user interfaces.	myfaces_core-2.0.2	MyFaces Core	middleware	1.5.0_22	Apache License Version 2.0, January 2004;src/myfaces-core-2.0.2-src/LICENSE.txt	r	2010-09-25	javax.faces. org.apache.myfaces.	1365	1365	1052	1056	189954	119529	http://myfaces.apache.org
nakedobjects	Active	2	Application development framework for domain-driven business applications	nakedobjects-3.0.1	Naked Objects	IDE	1.5.0_22	Apache License Version 2.0, January 2004;src/nakedobjects-3.0.1/LICENSE.TXT	f	2007-12-03	org.nakedobjects	1530	1530	1320	1330	99309	70809	http://www.nakedobjects.org
nakedobjects	Active	2	Application development framework for domain-driven business applications	nakedobjects-4.0.0	Naked Objects	IDE	1.5.0_22	Apache License Version 2.0, January 2004;src/nakedobjects-4.0.0/LICENSE.TXT	r	2009-08-11	org.nakedobjects	3002	3002	2257	2280	163640	110378	http://www.nakedobjects.org
nekohtml	Active	2	HTML scanner and tag balancer	nekohtml-0.9.5	NekoHTML	parsers/generators/make	1.2.2_017	The CyberNeko Software License, Version 1.0;src/nekohtml-0.9.5/LICENSE	f	2005-06-18	org.cyberneko	47	46	21	22	10367	6975	http://www.apache.org/~andyc/neko/doc/html/
nekohtml	Active	2	HTML scanner and tag balancer	nekohtml-1.9.14	NekoHTML	parsers/generators/make	1.2.2_017	Apache License Version 2.0, January 2004;src/nekohtml-1.9.14/LICENSE.txt	r	2010-02-02	org.cyberneko.html	56	55	28	29	11486	6625	http://nekohtml.sourceforge.net/
netbeans	Active	1	Integrated Development Environment	netbeans-6.9.1	Netbeans	IDE	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/nbbuild/licenses/GPL	r	2010-08-23	org.netbeans	33420	31023	12869	13453	3197006	1890536	http://netbeans.org/
openjms	Moribund	2	Implementation of Java Message Service Specification	openjms-0.7.7-alpha-3	OpenJMS	middleware	1.2.2_017	Copyright 1999 (C) Exoffice Technologies Inc. All Rights Reserved.;src/openjms-0.7.7-alpha-3/LICENSE.txt	f	2005-12-26	org.exolab	1773	564	473	1208	95929	35504	http://sourceforge.net/projects/openjms/
openjms	Moribund	2	Implementation of Java Message Service Specification	openjms-0.7.7-beta-1	OpenJMS	middleware	1.2.2_017	Copyright 1999 (C) Exoffice Technologies Inc. All Rights Reserved.;src/openjms-0.7.7-beta-1/LICENSE.txt	r	2007-03-14	org.exolab	1769	560	469	1204	95177	33905	http://sourceforge.net/projects/openjms/
oscache	Dead	2	Java EE Caching solution	oscache-2.3-full	OSCache	middleware	1.4.2_19	OpenSymphony License;src/docs/wiki/License.html	f	2006-03-06	com.opensymphony.oscache.	72	72	62	63	12123	5606	http://www.opensymphony.com/oscache
oscache	Dead	2	Java EE Caching solution	oscache-2.4.1	OSCache	middleware	1.4.2_19	OpenSymphony License;src/docs/wiki/License.html	r	2007-07-07	com.opensymphony.oscache.	75	75	65	66	13317	6198	http://www.opensymphony.com/oscache
picocontainer	Active	2	Inversion of Control (IoC) container	picocontainer-1.3	Picocontainer	middleware	1.3.1_20	<none>	f	2007-03-18	org.picocontainer	101	101	82	82	7552	3561	http://www.picocontainer.org
picocontainer	Active	2	Inversion of Control (IoC) container	picocontainer-2.10.2	PicoContainer	middleware	1.5.0_22	<none>	r	2010-02-25	org.picocontainer	255	242	163	170	15999	9259	http://www.picocontainer.org
pmd	Active	2	Java source issue detector	pmd-3.3	<none>	testing	1.4.2_19	Copyright (c) 2003, InfoEther, LLC;src/pmd-3.3/LICENSE.txt	f	2005-09-15	net.sourceforge.pmd. test.net.sourceforge.pmd.	451	449	373	375	47866	38228	http://sourceforge.net/projects/pmd/
pmd	Active	2	Java source issue detector	pmd-4.2.5	PMD	testing	1.5.0_22	Copyright (c) 2003-2009, InfoEther, LLC;src/pmd-4.2.5/LICENSE.txt	r	2009-02-08	net.sourceforge.pmd test.net.sourceforge.pmd	926	926	751	752	80971	60875	http://pmd.sourceforge.net/
poi	Active	2	APIs for manipulating various file formats based upon the Office Open XML standards (OOXML) and Microsoft's OLE 2 Compound Document format (OLE2)	poi-2.5.1	<none>	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/LICENSE	f	2004-02-29	org.apache.poi.	578	578	475	480	123769	68089	http://poi.apache.org/
poi	Active	2	APIs for manipulating various file formats based upon the Office Open XML standards (OOXML) and Microsoft's OLE 2 Compound Document format (OLE2)	poi-3.6	POI	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/poi-3.6/LICENSE	r	2009-12-15	org.apache.poi.	1786	1785	1405	1406	269320	143507	http://poi.apache.org/
pooka	Active	2	Email client written	pooka-1.1-060227	<none>	tool	1.4.2_19	NONE; pooka-2.0 was released under the GNU General Public License according to http://www.suberic.net/pooka (checked 20130729)	f	2007-02-27	net.suberic	813	802	269	279	65016	40100	http://www.suberic.net/pooka/
pooka	Active	2	Email client written	pooka-3.0-080505	Pooka	tool	1.6.0	NONE; pooka-2.0 was released under the GNU General Public License according to http://www.suberic.net/pooka (checked 20130729)	r	2008-05-05	net.suberic	869	849	298	317	72167	44474	http://www.suberic.net/pooka/
proguard	Active	2	Java class file shrinker, optimizer, obfuscator, and preverifier	proguard-3.6	ProGuard	tool	1.3.1_20	<none>	f	2006-05-14	proguard.	414	414	363	363	62473	33709	http://proguard.sourceforge.net/
proguard	Active	2	Java class file shrinker, optimizer, obfuscator, and preverifier	proguard-4.5.1	ProGuard	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE</A></H2><P>Version 2, June 1991;src/proguard4.5.1/docs/GPL.html	r	2010-07-08	proguard.	658	658	575	575	101188	55567	http://proguard.sourceforge.net/
quartz	Active	2	Job scheduling service	quartz-1.5.2	Quartz	middleware	1.6.0	Apache License, Version 2.0;src/quartz-1.5.2/license.txt	f	2006-03-03	org.quartz.	155	153	133	142	51279	23711	http://www.opensymphony.com/quartz/
quartz	Active	2	Job scheduling service	quartz-1.8.3	Quartz	middleware	1.6.0	Apache License Version 2.0, January 2004;src/quartz-1.8.3/LICENSE.txt	r	2010-06-22	org.quartz	287	286	213	221	59463	26819	http://quartz-scheduler.org/
quickserver	Moribund	1	Framework for robust multi-client TCP server applications.	quickserver-1.4.7	QuickServer	middleware	1.4.2_19	GNU Lesser General Public License Version 2.1, February 1999;src/license.txt	r	2006-03-01	org.quickserver.	112	111	103	104	19151	10885	http://www.quickserver.org/
quilt	Moribund	1	Measures test coverage	quilt-0.6-a-5	Quilt	testing	1.4.2_19	The Apache Software License, Version 1.1;src/quilt-0.6-a-5/LICENSE.txt	r	2003-10-20	org.quilt	78	77	68	69	9645	5683	http://quilt.sourceforge.net/
roller	Active	2	Multi-user and group-blog server	roller-2.1.1-incubating	The Roller Weblogger	tool	1.4.2_19	Apache License Version 2.0, January 2004;src/roller-src/LICENSE.txt	f	2006-03-15	org.roller	414	386	349	377	62512	39252	http://roller.apache.org/
roller	Active	2	Multi-user and group-blog server	roller-4.0.1	The Roller Weblogger	tool	1.5.0_22	Apache License Version 2.0, January 2004;src/apache-roller-src-4.0.1/LICENSE.txt	r	2009-01-13	org.apache.roller	596	587	529	537	92959	50980	http://roller.apache.org/
rssowl	Active	2	News feed reader	rssowl-1.2	<none>	tool	1.4.2_19	The RSSOwl license. Copyright (c) 2003-2005 RSSOwl Development Team Document version 1.2, 02-23-2005;src/rssowl_1_2_src/doc/LICENSE.txt	f	2005-11-06	net.sourceforge.rssowl.	715	715	189	189	77452	43582	http://sourceforge.net/projects/rssowl/
rssowl	Active	2	News feed reader	rssowl-2.0.5	RSSOwl	tool	1.5.0_22	Eclipse Public License Version 1.0;src/org.rssowl.core/about.html	r	2010-06-01	org.rssowl.	1682	1682	620	620	133546	73230	http://www.rssowl.org/
sablecc	Active	2	Parser generator	sablecc-3.1	<none>	parsers/generators/make	1.4.2_19	Copyright (C) 1997-2003 Etienne M. Gagnon;src/sablecc-3.1/LICENSE	f	2005-09-29	org.sablecc.	288	287	198	199	35429	28432	http://sourceforge.net/projects/sablecc/
sablecc	Active	2	Parser generator	sablecc-3.2	SableCC	parsers/generators/make	1.5.0_22	Copyright (C) 1997-2003 Etienne M. Gagnon;src/sablecc-3.2/LICENSE	r	2005-12-24	org.sablecc	286	285	198	199	35388	28394	http://sablecc.org/
sandmark	Moribund	1	Tool for software watermarking, tamper-proofing, and code obfuscation of Java bytecode	sandmark-3.4	<none>	tool	1.4.2_19	Copyright 2000 Arizona Board of Regents;src/smark3/COPYRIGHT	r	2004-08-11	sandmark.	1090	1088	778	839	124570	90121	http://www.cs.arizona.edu/sandmark
springframework	Active	3	Lightweight container, providing centralized, automated configuration and wiring of application objects	springframework-1.1.5	Spring Framework	middleware	1.6.0	Apache License Version 2.0, January 2004;src/spring-framework-1.1.5/license.txt	f	2005-02-28	org.springframework	1164	1162	903	905	122679	49930	http://www.springframework.org/
springframework	Active	3	Lightweight container, providing centralized, automated configuration and wiring of application objects	springframework-1.2.7	<none>	middleware	1.6.0	Apache License Version 2.0, January 2004;src/spring-framework-1.2.7/license.txt	f	2006-02-27	org.springframework	1514	1511	1137	1140	169212	67617	http://sourceforge.net/project/showfiles.php?group_id=73357
springframework	Active	3	Lightweight container, providing centralized, automated configuration and wiring of application objects	springframework-3.0.5	Spring Framework	middleware	1.6.0	Apache License Version 2.0, January 2004;src/spring-framework-3.0.5.RELEASE/license.txt	r	2010-10-20	org.springframework.	3398	3089	2442	2745	369268	160302	http://www.springsource.org/
squirrel_sql	Active	3	Graphical program that will allow viewing of the structure of a JDBC compliant database	squirrel_sql-2.2final	SQuirrel SQL Client	database	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/sql12/doc/licences/squirrel_licence.txt	f	2006-04-15	net.sourceforge.squirrel_sql.	1657	1657	835	836	140441	83347	http://squirrel-sql.sourceforge.net/
squirrel_sql	Active	3	Graphical program that will allow viewing of the structure of a JDBC compliant database	squirrel_sql-2.4	<none>	database	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/sql12/doc/licences/squirrel_licence.txt	f	2006-12-31	net.sourceforge.squirrel_sql.	1811	1811	921	922	163785	96919	http://squirrel-sql.sourceforge.net/
squirrel_sql	Active	3	Graphical program that will allow viewing of the structure of a JDBC compliant database	squirrel_sql-3.1.2	SQuirrel SQL	database	1.6.0	NONE; Versions since 1.1beta2 (which includes up until 3.5) have been released under the GNU Lesser General Public License according to http://squirrel-sql.sourceforge.net (checked 20130729)	r	2010-06-15	net.sourceforge.squirrel_sql.	2211	169	67	1142	9082	6944	http://squirrel-sql.sourceforge.net/
struts	Active	2	Framework for creating Java web applications	struts-1.2.9	Struts	middleware	1.2.2_017	Apache License Version 2.0, January 2004;src/struts-1.2.9-src/LICENSE.txt	f	2006-03-22	org.apache.struts.	406	406	383	392	84097	36975	http://jakarta.apache.org/struts/
struts	Active	2	Framework for creating Java web applications	struts-2.2.1	Struts	middleware	1.5.0_22	Apache License Version 2.0, January 2004;src/struts-2.2.1/LICENSE.txt	r	2010-08-16	org.apache.struts org.apache.struts2	1238	1074	844	1002	136865	74670	http://struts.apache.org/index.html
sunflow	Moribund	1	Rendering system for photo-realistic image synthesis	sunflow-0.07.2	<none>	3D/graphics/media	1.5.0_22	Copyright (c) 2003-2007 Christopher Kulla;src/sunflow/LICENSE	r	2007-02-08	org.sunflow	221	221	169	169	26180	21648	http://sunflow.sourceforge.net/
